text,Americans,Arabs,Belorussians,Caucasians,Central-Asian,Chinese,Dark-skinned,Indian,Japanese,Jews,Koreans,Latvians-Estonians,Lithuanians,Mexicans,NA,Other,Other-African,Other-Asians,Other-European,Palestinians,Poles,Roma,Russians,Ukrainians,Canadians
"kaip tokius brudus zemele nesioja,siaubas. As jau netikiu tuom,kad tiems kazkam bus koks atpildas,gyvena kaip inkstai taukiuose ir dzin viskas ir ant visko. Uzuojautos artimies 󾬎",,,,,,,,,,,,,,,1.0,,,,,,,,,,
kalba rusiskai :D rusams reikia pasiusti dzamsutus ir ramsanus tada tai bus tadzikistano koviniai narai :DDDDDD,,,,,1.0,,,,,,,,,,,,,,,,,,,,
"kalbejau su wienu zyduku,sake kad lieps tiems blogiechiams pasikeisti pawardes,nes dabar jos panasios i zydu wieno is megstamiausiu walgiu pawadinimu ,kuriuos jie daro is waiku kraujo!",,,,,,,,,,1.0,,,,,,,,,,,,,,,
"kam jiems jį grąžinti kai ir taip ten kinai gyvena,o ne amerikiečiai...ar turkai... Kinijai reikia tuščios,derlingos žemės",0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,
"kam statyti AE,jei visai salia baltarusiai jau stato?gausim pigia energija.Juk anksciau uz musu gaminama AE elektra kaliningradieciai mokejo daug pigiau uz mus pacius.",,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
"kam tokie uzima aukstus postus,jei nieko nezino? Kazkodel eioliniai zmones zino,o mat tokia pinskuviene ne. Juokas pro asaras.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
kam ydomus sis pitekantropas jankis,1.0,,,,,,,,,,,,,,,,,,,,,,,,
kam škūrai kelti lietuvos vėliavą gal reikės kacapų kelti kai nuvers lietuvos valdžią.,,,,,,,,,,,,,,,,,,,,,,,1.0,,
"kam, ir kiek uz sita bizneli moka?",,,,,,,,,,,,,,,0.0,,,,,,,,,,
kanalai irgi varo propaganda pries Vokietija?,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kartais pagalvoju, kad policininkai neturėdami ką daryti prisidaro darbo ir bėdų (Trys lavonai Utenoje). Visumoje žmogus nepavojingas, tai tegul sau eina kur akys mato.... Paliekate seklius (jei turi gerus) ir taškas. Išeis ir paimsite jį be problemų. Bet čia reikia parodyti, kad dirba.... Na, kai ministras ir policijos vadai specai"" tai ir rezultatai specifiniai.""",,,,,,,,,,,,,,,0.0,,,,,,,,,,
kartais taip norisi emigruoti... ir visai ne del mazu algu ar bedarbystes,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kartais zombiai būna protingesni už ruskelius, jeigu ką",,,,,,,,,,,,,,,,,,,,,,,1.0,,
kas blogai pasakyta buvo 😅😅,,,,,,,,,,,,,,,0.0,,,,,,,,,,
kas sitas babajus?,,1.0,,,,,,,,,,,,,,,,,,,,,,,
"kas suvaldys tuos įsisiautėjusius grobuonis? Kiek jie terorizuos visą pasaulį? Kada pagaliau sulauks atsako? Kažin kur tie prakeikti debilai kinai, kur ta kacapų armija apsišikusi ir nuo chanžos apsivėmusi, kur tas parsidavęs žydams Putinas?",,,,,,,,,,,,,,,,,,,,,,,1.0,,
"kas taip sakė, nebent Latvių g, trolis. Girdėdavai kalbant tik apie penkiasdešimt okupacijos metų.",,,,,,,,,,,,,,,,,,,,,,,1.0,,
kas tas mendis? dar mazai cia cigonu???,,,,,,,,,,,,,,,,,,,,,,1.0,,,
kas tie kartveliečiai-marsiečių rūšis?,,,,1.0,,,,,,,,,,,,,,,,,,,,,
kas tie ruSSai kas tie baltaruSSai reikia mums čia jų atleidimo... Tegul ten tie tarpusavyje ir gyvena,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,
"kas tiem rusams ekonomines negandos - alkana pikta minia dar ziauriau siaubs rytu europa - zudys, prievartus, ples. Putkai naudingas badmetis rusijoje.",,,,,,,,,,,,,,,,,,,,,,,1.0,,
kaz kokia nesamone visos pavardes sulietuvintos . gal kas zino galgruzinai taip pat sugruzina tai visai smagu lanzbegidze kubilidze butkesvili ir.tt,,,,0.0,,,,,,,,,,,,,,,,,,,,,
"kazin ar pampersus jie atsiskraidino kartu,ar vel musu ziuke pirks is biudzeto pinigu .",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kazkada as juos ziuredavau, matesi kad buvo normalus nepriklausomi zurnalistai. pamenu ta momenta, kai jie kasdien aiskindavo kad uzsidarys... kaip galima pakeisti taip radikaliai savo paziuras nesuprantu. turiu itarima kad mitkovai buvo pasiulyta atsisakyti apdovanojimo (tipo pasikelsi reitingus). E.Kiseliovui pagarba",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kazkada issiduriau taip galvojau saviskiai, prieinu o tie rusai :)",,,,,,,,,,,,,,,,,,,,,,,0.0,,
"kazkas gudriai mums primeta alternatyva:-arba rusai,arba babajai.. NEI rusai,NEI babajai",,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,
"kazkas is klasiku yra pasakes: maza tauta, kad nenori isnykti, turi neimti to, kas ne jos genties. Turejo kazkada lietuviai savo tikejima, bet zydiskas buvo stipresnis - kardu ir kalaviju ejo i zmoiu sirdis, kai isitvirtino, tai zmoniu nuomones nebepaiso, tik reikalauja: duokit, duokit, aukokit...",,,,,,,,,,,,,0.0,,,,,,,,,,,,
kazkokia juoda diena siandien lietuvai.,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kebabai galetu eiti kebabu valgyti prie kedyno,o ne klaviatura maigyti,kad islieti savo ziegzdriskus sapaliojimus..........",,1.0,,,,,,,,,,,,,,,,,,,,,,,
"keik vilka beserk, vistiek i miska ziuri. rusiskai meskai tas pat galioja.",,,,,,,,,,,,,,,,,,,,,,,0.0,,
"kenkejiska spauda vis iskelia sias neegzistuojancias problemas, savo laikrastuko lygi kelia babajai",,1.0,,,,,,,,,,,,,,,,,,,,,,,
keps zydpalaikiai pragare. keps tie nieksai,,,,,,,,,,1.0,,,,,,,,,,,,,,,
"kerziniai batai,""odeškės"" ir kiti seniai žinomi atributai daro plikius išskirtiniais.Paklauskit apie mūsų Lietuvos istorines peripetijas ir vingius,pamatysit ir išgirsit tokių ""perliukų"",kad maža nepasirodys.Vietoj nacionalistinio žvygavimo,marš,mokytis Lietuvos istorijos ir lietuvių kalbos.Veręiau būtumėt paklausę ką šiandien seimo iškilmingam posėdyje kalbėjo ir pasakė viena lietuvių kalbos mokytoja(mokyklos direktorė).O vertėjo pasiklausyti ir išgirsti tai,ką ji pasakė.Ne riksmais ir piktumu reikia patriotizmą išreikšti,ne kitataučių užgauliojimu,o padaryti,kad ši šventė būtų visiems,o ne priešpastatyti šiaudinį patriotizmą supriešinant su teisėsauga.Ęia taip įsivaizduojama jaunieji Lietuvos patriotai?",,,,,,,,,,,,,0.0,,,,,,,,,,,,
ketvirtadienį. Beveik sausio 13 artėja,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kiek atsimenu,Paulauskiene pasidraugauja su Paksiene.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
kiek daug DEBILU atvaziavo i lietuva,,,,,,,,,,,,,,,1.0,,,,,,,,,,
"kiek jau galima atjungineti viska is eiles...as pinigus moku uz pilna uzsakyta kabelines paketa..man kas nors kompensuos uz tai,kad jau neberodomi 2 kanalai...nei vienoje normalioje valstybeje to nera..kazkokia nesamone vyksta..kiek tai tesies..",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kiek per istorija buvo norinciu uzkariauti Rusija...ir prancuzai, ir vokieciai ir tie patys svedai..:) ir kuo visiems baigesi?",,,,,,,,,,,,,,,,,,,0.0,,,,,,
"kiek talibai egzistavo, tai nebuvo amerikos draugai",,,,,,,,,,,,,,,0.0,,,,,,,,,,
kiek tie amerikiečiai dauže saliu tai to niekas nemate ko jie dar lenda i ta ukraina patis susitvarkis tik ta amerika koro pgaikštis vietui rusu tai amerikai šonus patrankiti reiketu kur kas amerika sumauti britai indenus išnaikino patis užgrobe ne savo žemes ir dar kišasi visur,1.0,,,,,,,,,,,,,,,,,,,,,,,,
kiek zinau konkursai trunka neilgiau 3 mėn,,,,,,,,,,,,,,,0.0,,,,,,,,,,
kiekviena tauta verta savo vadovo- bulbasai issirinko kolhozo precedateliu ir visam gyvenimui,,,1.0,,,,,,,,,,,,,,,,,,,,,,
"kiekvieną dieną skaitau veržiasi, bet vis nesiveržia. Įdomu kam naudinga kelti sumaištį",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kinija didziausia karine galia po rusijos. pagal turimus pinigus (vien oficialus karinis biudzetas yra antras pasaulyje) ir valstybes valdymo modeli, dar drisciau suabejoti kas uzima antra vieta. jei ne siai dienai, tai 5-10 metu laikotarpiu mano nuomone rusija su kinija susikeis vietomis. bendrai paemus joks sveiko proto vadovas karo nenori ir negali noreti, bet turint nestabilu branduolini kaimyna greita operacija gali pasirodyti geresne iseitis nei ilgas spjaudymas i veida.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"klausyk tu internete tik moky komentuto delfije? parasyk google jai zinai kas tai pvz. Rus biudzetas iki 2000 metu ir nuo 2000. paziurek skirtuma. parasyk rusu kariuomine 1999 ir kokiais 2013. po to ijung youtube ( cia toks puslapis) ir parasyk kas yra putinas, ar krutyje nulivye"". ten gali rast ir amerikietiska versija bet skaiciai tokie patys. dar vienas dalykas as daznai bunu ir rus ir ES ir Afrikoje, tai klausau ka zmones sako ir ka galvoja apie NATO ir ES. o dar svarbiausia nuimt akinius nuo saules ir ijunkt prota. ir logiskai suprastum kodel nebuvo ir nebus sankciju RUS.""",0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,
"knygu i lauza metyt dar nereikia? Ir su fakilais marsyruot? O pries tariant valstybes ,,vadovo pavarde nereikia damest zodelio -Haill ? Jai tokiais tempais,tai greitai teks.""",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"ko vis lojame an belarusu.lai jie tvarkosi kaip jiem geriau.o europoje demonstracijas vaiko ir su guminem lazdom ir asarinem dujom.tai kaip kad pasake Putinas -kieno karve bebliautu,musu geriau patyletu.",,,0.0,,,,,,,,,,,,,,,,,,,,,,
kodel zydai terroristic zudo palestinieciu vaikus ir moteris?,,,,,,,,,,1.0,,,,,,,,,,,,,,,
"kodėl ""turėjo susigražinti""? Tai gal ir Kinija pasinaudos p. Merkel padovanotu žemėlapiu ir japonai Kurilus pasiimt gali?",,,,,,,,,0.0,,,,,,,,,,,,,,,,
"kodėl aplamai,koks tuksas atvažiavo ir kažko reikalauja,tegul pas save tvarką darosi,nei čia jo kas prašė atvažiuoti ir kažką diriguoti...............",,,,,,,,,,,,,,,0.0,,,,,,,,,,
kodėl leidžiate girtuokliams šėlti čia ir keiktis?,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kodėl nerašo apie Vokietijos išvaikytą mitingą prieš fašizmą video yra youtube ir apie Amerikos tikrų kaubojų maidaną yra video Politikus. ru, fermerius prieš jų valią iškelia į miestus, vienas su kitų pagalba pasipriešino...",,,,,,,,,,,,,,,0.0,,,,,,,,,,
kodėl rusai mums pavydi.,,,,,,,,,,,,,,,,,,,,,,,0.0,,
kokia dabar veliava kabinti su juoda juosta ar normalia ?,,,,,,,,,,,,,,,0.0,,,,,,,,,,
kokia dar /jav/ kai sali uzvalde /hazpusbezdziones/ su visa obamsaika narkparazitu sionsatanystiniam formate setono uzvaldytoje ir kurios greit nebus po Kristaus ateimo i iskankinta zeme nuo Adomo laiku-;;-;;-;;-,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
"kokia devalvacija??? kokia proga ji turi but?nei vokietijoj nei danijoj nei svedijoj neijarijoj mes Europos sajunga ir be jos leidimo mes nieko negalim net nusiperst laisvai,nebus jokio devolvavimo nera tam priezasties o antra dar geriau kai mociutes sunese pinigus i apyvarta:)))prasidejo bankuose cirkuliacija,o musu saskaitos apdraustos ir tiek, cia devolvuoja vien bulbashai nes bankrotas saliai ruskiai ukrainieciai ir visokie panasus i juos .",,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,
kokia laime bet kas mums is to kazkada saakasvilis ir lb didelis draugas buvo bet pasirodo eilinis banditas net zmogzudys pabeges is tevynes idomu ar tik ir sitas ne tokiu pat pasirodys ateity,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kokia mes su tavim reik vyti is cia tuos pabegelius, jau jie pridirbo cia paguoda nepades 😕",,,,,,,,,,,,,,,1.0,,,,,,,,,,
"kokia rinkai valdzia - tokia ir turejai. dunduk. galiu lazintis, kad dabar isvaziaves issijuoses ten keiki vietine valdzia... nes ka ji del taves padare...",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kokie 'litovcai""? straipsnio autorius rusas, gyvenantis maskvoje. KVAILY!",,,,,,,,,,,,,,,,,,,,,,,0.0,,
"kokie jus debilai lietuviai,neismanantys zmones-rasot visokias nesamones,kurios neatitinka tikroves-====atsilikusi ,nemoksu tauta-va cia tai teisybe",,,,,,,,,,,,,1.0,,,,,,,,,,,,
"kokie čia rimti nemalonumai Paulauskui, čia juk tik konservų svaičiojimai. Šiaip straipsnio pavadinimas tendencingas.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
kokio tipo moteriškės žiūri į tuos laukinius :DDDDD,,,,,,,,,,,,,,,1.0,,,,,,,,,,
"kokios tos lenkų problemos, ar kad laikrodį paukti reikėjo pavasario laiklu....",,,,,,,,,,,,,,,,,,,,,0.0,,,,
"kokios čia riaušes asmeniškai aš ju nemačiau. pietu korejoj, o ten tai reušes, yra i ka pažiuret. bet jie ir išsikovoja kažką,o lietuvis nuolankus, kas nori, tas ir šika ant jo galvos!",,,,,,,,,,,,,1.0,,,,,,,,,,,,
"koks kieno reikalas kokius vardus dave,jei jie gyvena amerikoje,ten eis i mokykla ir dave amerikietiskus vardus,juk ir tevas ne lietuvis,atrodytu ,kad kazkoks skirtumas butu del tu vardu,kiek lietuvoje gyvenanciu su ne lietuviskais vardais.Sekmes teveliams ir sveikiems uzaugti vaikuciams.",0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,
"koks lietuvis? kokia LT rinktinė,jei jis amerikos pilietis!",0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,
"koks ministras tokia ir komanda:( tvarka žemės ūkio ministerijoje tik prie K>Prunskienės buvo. o po to.... pjarą darėsi"" bibliotekininkas starkevičius, dabar žoin-inierius jukna:( baisu ir liūdna""",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"koks nors kacapas turintis LT pilietybę nupizdijo auto , o rašo Lietuvis",,,,,,,,,,,,,,,,,,,,,,,1.0,,
"koks skirtumas ar dviguba pleve ar dvimarskinis, jei kalbos ir mastymo ipatybiu neperprato dar pries atkankant i Kinija, tai vargu bau ar perpras. juokinga buvo pora dujokaukiu miegamajame, cia tokia sex pakraipa madoje Kinijoj? jei lovaste si straipsni rasytu, tai kaip ir norma tokie pezalai butu.",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"koks skirtumas, vistiek finala laimes, aly baba",,1.0,,,,,,,,,,,,,,,,,,,,,,,
"koks ten zandaras dar? nenusisnekek! ten ne zandaras o pasiutlige nuo botokso sergantis ruskiu lenciuginis, vardu Vovka",,,,,,,,,,,,,,,,,,,,,,,1.0,,
"kol NATO miegojo ir galvojo kad jie didziausia jega pasaulyje(kad jie dievai ir gali daryt ka panores JAV) , nepastebejo kaip augo rusijos jega. nuo 2000 iki 2008 RU karinis biudzetas isaugo 26 kartus. valstybinis 13 kartu. pensijos 7.5 karto. Rusija tai vienintele valst pasaulyje turinti dar 2 atskirus biudzetus kurie leidzia jiems egzistuot 10 metu be jokiu bizniu itt. nuo 20008 iki dabar skaiciai nezinomi. Siuo momentu Rusija yra pasiruosusi bet kam net ir karui. NATO neturi sansu kariaut su rusija nes uz ja stos ir kinija. Valdzia pasaulyje perieme RUS ir tai akivaizdu. JAV bando gelbetis nes zino kad NATO gali zlugt kaip organizacija. o del to kad rusai turi sena karo technika tai absurdas. Putinas tikrai turi pora tuzu kiseneje. ir siaip del to kad rus karys neatrodo taip gerai kaip NATO gal ir teisybe. bet ar karys turi atrodyti kaip modelis? patys zinot svarbu ne ugis o smugis :)))))",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"konservatoriai arteja prie infarkto, gaila ju",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"krista tu jega! jai butu normali salis nebutu tiek daug komentaru,ir dauguma ju tokie idiotiski,net geda skaityti,elementarus ,visam pasaulyje dalykai ,lietuvoj kaskoks tabu,gejai buvo ir bus ir dar daugiau ju bus,tai ir aciu dievui,,o jus netasyti kaimieciai atsisakykite ,kvepalu,drabuziu ,is viso kas pazangu nes juk viska kas estetiska sukuria gejai ,tad neapsisikit lietuvos pilieciai ,pasitikrinkit jusu sunus gejus tik bijo tai jums pasakyt,ir tai laisva europos salis??? ,lietuva dar viduarmziu stadijoj o ne europoj,tik pinigu europos nori vagys prakeikti,ismokit tolerancijos ,,,,,bet juokingiausia ir tai praeis bus kaip visam pasaulyje net juokinga,kazdada svajojom turet maisto ,ir laisves,o dabar jau neidomu nusibodo ,tas pat bus ir su gejais bus ir ju nuostabus paradai ir visi kiti dalykai gejai jega,KRISTINA,VISI GEJAI IR NEVISAI ,UZ TAVO DRASA,TU SAUNUOLE ,SVIESK LIETUVA TAMSIA ,NAIKINK HOMOFOBUS LITOVCUS,MALDAUJAME DAUGIAU RASYKITE SIA TEMA TEGUL DREBA APSESTI HOMOFOBAI !!!!!!!!!!!!TOKIU TEMU BIJO KAIP SETONAI NES LIETUVIAI LIGONIAI NORS BAZNYTELE MOKINA MYLET SAVO ARTIMA,ir koks skirtumas gejus ar ne!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!TAMSIA",,,,,,,,,,,,,1.0,,,,,,,,,,,,
"kscinskiui butu akibrokstas jeigu seimas nepaskelbs lenku kalbos lietuvos valstybine kalba.Kokie cia gali buti ambasadoriaus nurodymai?Lietuviai padlaizunai,tai vykys",,,,,,,,,,,,,1.0,,,,,,,,,,,,
"kubilui zydu vasalui reikia pinigu antikostitucinem kompensacijoms,kurias jis bando prastumti su savo zidpalaikiais patarejais,konservai judu lizdas prazudis Lietuva galutinai.",,,,,,,,,,1.0,,,,,,,,,,,,,,,
"kultūrinių programų analogų"" Argi sunku pasiūlyt analogus? Už kanalus žmones moka, pora išjungėt, pora įjungėt.""",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"kur JANKIAI ten karas,o dar grasina SANKCIJAS SANKCIJAS,DURNIAI EUROPIECIAI SOKA PAGAL JANKIU muzika,jau gana,NIEKAS IS VALDZIOS NENUKENTES,PAPRASTAS ZMOGUS NEGAUS DARBO PAJAMU,VISKA SUKIS KARUI,O AR REIKIA,TEGUK UKRAINA SPRENDZIA PATI,PRISISIK.... TAI TEGUL KABIA,,,,,GALVOJA ,KAD TIK LIEVIEM GALIMA;PASIRODO YRA KITA PUSE ZMONIU,REIKIA KALBET ..............O GASDINA TIK GASDINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AP SISI.............",1.0,,,,,,,,,,,,,,,,,,,,,,,,
kur as ji maciau.. gal multike..? a ? tai gi cia cigonas budulajus...bliaxa prasimuse ... malacius..,,,,,,,,,,,,,,,,,,,,,,1.0,,,
kur dab valgysam🙈,,,,,,,,,,,,,,,0.0,,,,,,,,,,
kur tik amerikosas ten haosas gal butu laikas jiems prikirpti nagus?,1.0,,,,,,,,,,,,,,,,,,,,,,,,
kur tik lietuvos zuliku nera. geda daro lietuvai,,,,,,,,,,,,,1.0,,,,,,,,,,,,
ką atneša kac.pų asvabaditeliai į šeimas?,,,,,,,,,,,,,,,,,,,,,,,1.0,,
ką atsakys Adolfėlis P.?,,,,,,,,,,,,,,,0.0,,,,,,,,,,
ką dar šitie primityvūs siemkių lukštentojai sugalvos?,,,,,,,,,,,,,,,,,,,,,,,1.0,,
"ką jūs čia visi aiškinat kažkokiaitai nigerio pimpalo čiulpikei Agnei apie švenčių šventima ne Tėvynėj. tokioms agnėms iki vienos vietos Lietuva, jos gali nors ir Antarktidoj su pingvinais ratelį sukti kad tik būtų internetas su kamera ir kad artimieji Lietuvoj galėt žiūrėt į durnelius bei per ekraną laižytis. anot agnių šiais civilizacijos laikais poxui ta Lietuva. na ir smaukykit nigeriams, ryžiems airiams, o mes čia Lietuvoj švesim tikras ŠvKalėdas lauždami kalėdaitį, gerdami neprarūgusį lietuvišką alų užsikąsdami juoda duonele",,,,,,,1.0,,,,,,,,,,,,,,,,,,
ką tai duoda? Dar vieną originalios tapatybės iškraipymą? Nelogiškas siūlymas.,,,,,,,,,,,,,,,0.0,,,,,,,,,,
ką tu kacapiškas-lenkiškas kirilicas čia šūdų dvoki? Kas tave įgaliojo mekenti? Ar tave įgaliojo kalbėt moralinis pydorasas -TOMAŠEVSKIS? O gal lenkų prostitutas -walatko? O gal pati vaflia -blondinočka?,,,,,,,,,,,,,,,,,,,,,1.0,,,,
ką šūdlenkių fašiste- gavai įsakymą užčiaupt savo dvokiantį lenkišką snukį?,,,,,,,,,,,,,,,,,,,,,1.0,,,,
l. neblogas vidosikas frankiškų varliamakronų tema --- https://youtu.be/MK6WaOGU6iE?si=rlmTlZCCl81FcMyJ,,,,,,,,,,,,,,,,,,,1.0,,,,,,
"lABAI GERAI,NES JU CIA PRIVAZIAVO KAIP MASALU ,VISUS SLAVUS NUGINKLUOTI,",,,,,,,,,,,,,,,,1.0,,,,,,,,,
labai daug situ treninginiu bandytu rusu !!! ko nevaiko siuo bandytus tegu i kalaima sukisa piktus bandytus,,,,,,,,,,,,,,,,,,,,,,,1.0,,
"labai diplomatiškai pakalbėjo švedas manau, teko būt darbo pokalby pas amerikietį, kuris čia apie metus tai dar ne tiek pripasakojo",0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,
labai dziugi zinia! Kaltieji turi atsakyti.,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"labai gerai, kad gedulas, kaimynai esam, didi tragedija ištiko žmones, netekti tautos elito, pagarba lenkų tautai, verinančiai savo piliečius",,,,,,,,,,,,,,,,,,,,,0.0,,,,
"labai jau buriatams, čečėnams leidot apsispręsti?Pabandykit referendumą surengti Tolimuosiuose Rytuose-atsibusit jau Kinijoj...",,,,,0.0,,,,,,,,,,,,,,,,,,,,
labai primena valdišką įstaigą.,,,,,,,,,,,,,,,0.0,,,,,,,,,,
"labai taiklus pasisakymas - kad ir kaip tai nepatiktu pencininkam, ar lenkam.",,,,,,,,,,,,,,,,,,,,,0.0,,,,
"labsrancu draugelis Nemcovas rimtas šaltinis,vel piderine liancbergine propaga,miesta apstate olimpiada bus ,svarbu galutinis rezultatas ,o prie Nemcovo valdymo Rusija vos iš bado nemire,litofcai ar jus debilai kad klausate ka žydpalaikys Nemcovas vapa?",,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
"laimei, tas juokdarys be varlytes atejo. Gal pamirso? :)",,,,,,,,,,,,,,,0.0,,,,,,,,,,
lauk kacapus,,,,,,,,,,,,,,,,,,,,,,,1.0,,
"laukiame vietinių batvinių atriaugų, koks bulvinis diktatorius molodec, rūpinasi savo leudimi, darbo duoda,degradavusių kolchozų neišdraskė, supuvusią pramonę iššsaugojo, atominį ginklą turi.",,,1.0,,,,,,,,,,,,,,,,,,,,,,
laukiniai kito žodžio nėra!,,,,,,,,,,,,,,,1.0,,,,,,,,,,
"laukit,ruberoijdu",,,,,,,1.0,,,,,,,,,,,,,,,,,,
"leistu,tai ziurek,tuoj kinieciai noretu kad ju hieroglifais rasytume ir t t:)",,,,,,0.0,,,,,,,,,,,,,,,,,,,
lenda iš maišo-komunistai dirba maskoliams.,,,,,,,,,,,,,,,,,,,,,,,1.0,,
"lenkai , tas pat kaip putinas ukrainoje, nieko jiems nepavyks....",,,,,,,,,,,,,,,0.0,,,,,,,,,,
"lenkai yra tokie pat okupantai kaip rusai ,vokieciai ,tik vokiecius isvyjo rusai ,rusai patys pasitrauke ,o like neskaito kod cia ju tevyne .lenkai visai kitaip jie isivaizduoja save seimininkais .paziurekim i istorija :Vilniaus visa krasta 1919m okupavo lenkai lietuviai pasitrauke tucias sodybas uzpilde lenkai ,okai 1940m rusai atidave Vilniaus krasta lenku niekas nevare nes rusam dar patogiau kai sostines gyventojai ivairetauciai tai is to seka kad vilniaus krasto lenkai okupantai ir ruru 5 kolonos dalis",,,,,,,,,,,,,,,,,,,,,1.0,,,,
lenkiski psichai..,,,,,,,,,,,,,,,,,,,,,1.0,,,,
"lenkisku lenteliu nesugeba nuimti, uzdrausti kanalu irgi nesugeba.. tai ka sugeba musu valdzia????",,,,,,,,,,,,,,,0.0,,,,,,,,,,
lenkū talibai PUOLA ZUOKĄ. Juk tomaševskis aiškiai pasakė- reikia kad LENKŲ FAŠISTAI-TALIBAI už lietuvių pinigus VILNIUJE lenkams bažnyčias statytų. DAUGIAU PROBLEMŲ VILNIUJE NĖRA- tik lenkų talibų bažnyčių trūksta,,,,,,,,,,,,,,,,,,,,,1.0,,,,
"liepu gatvej , lietuviskas varijantas",,,,,,,,,,,,,,,0.0,,,,,,,,,,
lietuves europoy tik sunegrays gyvena turi geras dešras,,,,,,,1.0,,,,,,,,,,,,,,,,,,
"lietuviai galėtų paskolinti vandens patranką,kad nesurūdytų",,,,,,,,,,,,,0.0,,,,,,,,,,,,
